"   ";"CASEWHENSUBSTR(ART.TXT_ISSN_IS"
"139575";"1963-2567"
"139576";"0370-6435"
"139577";"1886-6298"
"139578";"0871-1945"
"139579";"1950-5521"
"139580";"2164-6821"
"139581";"0002-7189"
"139582";"2316-0021"
"139583";"2279-7254"
"139584";"0976-6005"
"139585";"1886-1024"
"139586";"2211-5528"
"139587";"2179-5154"
"139588";"2073-6320"
"139589";"2447-7788"
"139590";"1110-0168"
"139591";"0719-2975"
"139592";"2174-4912"
"139593";"2702-2014"
"139594";"1677-960X"
"139595";"2348-8883"
"139596";"2182-9787"
"139597";"1875-5631"
"139598";"1414-3004"
"139599";"2317-306X"
"139600";"1982-186X"
"139601";"2176-6655"
"139602";"2447-9845"
"139603";"3228-9024"
"139604";"1413-1867"
"139605";"2778-2105"
"139606";"2313-240X"
"139607";"0026-1068"
"139608";"1879-2057"
"139609";"0081-024X"
"139610";"2414-6862"
"139611";"2223-7054"
"139612";"2326-4034"
"139613";"2397-8228"
"139614";"2515-0219"
"139615";"2238-8877"
"139616";"9788-5747"
"139617";"6238-1171"
"139618";"2368-9587"
"139619";"0107-0649"
"139620";"1026-051X"
"139621";"1909-7743"
"139622";"2448-3885"
"139623";"1758-8103"
"139624";"2212-0661"
"139625";"2448-2358"
"139626";"2214-8604"
"139627";"2178-802X"
"139628";"2348-4602"
"139629";"2378-346X"
"139630";"2357-9887"
"139631";"1900-7205"
"139632";"0065-8375"
"139633";"2002-2037"
"139634";"2049-8683"
"139635";"1920-6852"
"139636";"2469-4452"
"139637";"0974-620X"
"139638";"1552-8251"
"139639";"1055-3835"
"139640";"2448-2749"
"139641";"2194-6566"
"139642";"2472-1956"
"139643";"1546-8364"
"139644";"1545-861X"
"139645";"3784-8114"
"139646";"1532-7604"
"139647";"2328-9260"
"139648";"2667-1379"
"139649";"0795-1015"
"139650";"2448-3257"
"139651";"2469-4185"
"139652";"0987-0987"
"139653";"2313-3910"
"139654";"2885-2014"
"139655";"1532-3145"
"139656";"2519-7207"
"139657";"2525-300X"
"139658";"2154-8331"
"139659";"2472-0496"
"139660";"2358-5919"
"139661";"2411-1406"
"139662";"0798-2015"
"139663";"2304-0106"
"139664";"2379-9501"
"139665";"1753-5131"
"139666";"2447-8660"
"139667";"1519-7263"
"139668";"2448-4873"
"139669";"1298-6000"
"139670";"1575-0678"
"139671";"2352-8273"
"139672";"2455-7404"
"139673";"1162-4363"
"139674";"2151-4585"
"139675";"2315-7275"
"139676";"2240-760X"
"139677";"1881-4313"
"139678";"2349-5219"
"139679";"2134-005X"
"139680";"2278-5388"
"139681";"2448-4482"
"139682";"2358-3185"
"139683";"1980-6603"
"139684";"0718-686X"
"139685";"2501-2428"
"139686";"1281-7139"
"139687";"2319-2856"
"139688";"1931-431X"
"139689";"1930-6434"
"139690";"1751-1321"
"139691";"1682-7511"
"139692";"2339-3688"
"139693";"1134-5763"
"139694";"1973-3518"
"139695";"2219-0635"
"139696";"2365-0869"
"139697";"4556-7655"
"139698";"2447-7249"
"139699";"1527-974X"
"139700";"2417-7257"
"139701";"2212-764X"
"139702";"2471-6731"
"139703";"2408-9184"
"139704";"2319-1813"
"139705";"2315-7844"
"139706";"0031-8035"
"139707";"2174-9553"
"139708";"2334-9863"
"139709";"2175-0016"
"139710";"2525-3654"
"139711";"2455-7005"
"139712";"2214-854X"
"139713";"1443-4675"
"139714";"2328-5503"
"139715";"2539-1887"
"139716";"2333-7141"
"139717";"1776-2863"
"139718";"1688-5465"
"139719";"4694-8587"
"139720";"1801-1117"
"139721";"2729-172X"
"139722";"1479-0718"
"139723";"1982-3257"
"139724";"0985-5939"
"139725";"1343-4659"
"139726";"2447-2298"
"139727";"2241-1402"
"139728";"2359-0068"
"139729";"1827-1863"
"139730";"2027-7504"
"139731";"2246-7537"
"139732";"2344-9594"
"139733";"0719-7551"
"139734";"2190-3484"
"139735";"2186-8131"
"139736";"2112-122X"
"139737";"2525-4006"
"139738";"2448-4652"
"139739";"1545-701X"
"139740";"1516-1712"
"139741";"2292-9495"
"139742";"2251-6565"
"139743";"2056-4538"
"139744";"2470-444X"
"139745";"2327-2147"
"139746";"0110-0171"
"139747";"2358-906X"
"139748";"0272-2410"
"139749";"0367-6455"
"139750";"1996-967X"
"139751";"2214-6296"
"139752";"2043-863X"
"139753";"1980-2714"
"139754";"2175-0335"
"139755";"2185-6702"
"139756";"2345-3672"
"139757";"0750-0386"
"139758";"2328-7689"
"139759";"2662-5571"
"139760";"2168-9601"
"139761";"1820-7421"
"139762";"2525-5037"
"139763";"2509-6826"
"139764";"3895-8590"
"139765";"2183-4237"
"139766";"2183-5381"
"139767";"2106-0705"
"139768";"2320-1118"
"139769";"2082-0259"
"139770";"2183-8399"
"139771";"0303-9986"
"139772";"2525-5843"
"139773";"0214-2813"
"139774";"2358-2294"
"139775";"2248-9207"
"139776";"2692-1944"
"139777";"2448-3117"
"139778";"2525-3417"
"139779";"2237-6937"
"139780";"0966-0843"
"139781";"2328-4889"
"139782";"3339-7578"
"139783";"1013-8765"
"139784";"2237-1987"
"139785";"2359-4667"
"139786";"2525-5991"
"139787";"1900-7388"
"139788";"1649-4508"
"139789";"2220-1599"
"139790";"2311-343X"
"139791";"2447-7850"
"139792";"2056-3132"
"139793";"1025-6059"
"139794";"2079-0570"
"139795";"2005-6184"
"139796";"1414-6326"
"139797";"2446-5119"
"139798";"2079-9705"
"139799";"2525-3859"
"139800";"1062-3590"
"139801";"2525-5606"
"139802";"1980-3815"
"139803";"0974-5335"
"139804";"1011-1013"
"139805";"2525-5495"
"139806";"2525-6041"
"139807";"1947-380X"
"139808";"2832-4126"
"139809";"2423-0901"
"139810";"8881-1111"
"139811";"2252-5211"
"139812";"2214-3882"
"139813";"2346-0539"
"139814";"2344-9255"
"139815";"1569-111X"
"139816";"0448-0791"
"139817";"2173-8026"
"139818";"0719-756X"
"139819";"2744-7807"
"139820";"1667-3820"
"139821";"2050-6252"
"139822";"2237-1818"
"139823";"2309-2491"
"139824";"2317-4420"
"139825";"1679-1502"
"139826";"0896-3746"
"139827";"2456-8392"
"139828";"1573-0743"
"139829";"1974-1928"
"139830";"9724-9160"
"139831";"2395-3705"
"139832";"1518-9988"
"139833";"1521-4079"
"139834";"2448-0762"
"139835";"2027-7822"
"139836";"2525-8532"
"139837";"2013-2247"
"139838";"1517-2156"
"139839";"1954-3670"
"139840";"1875-8568"
"139841";"2472-1247"
"139842";"0735-2727"
"139843";"2070-2957"
"139844";"1866-1505"
"139845";"2321-3132"
"139846";"1900-5016"
"139847";"1011-606X"
"139848";"1674-7313"
"139849";"1984-1866"
"139850";"2495-9405"
"139851";"2320-4206"
"139852";"1089-6384"
"139853";"2198-9834"
"139854";"1980-005X"
"139855";"1981-0890"
"139856";"0038-2536"
"139857";"2318-3009"
"139858";"2469-0341"
"139859";"2255-3609"
"139860";"2581-4265"
"139861";"0011-1953"
"139862";"2349-1469"
"139863";"0104-003X"
"139864";"2716-2139"
"139865";"2469-2778"
"139866";"2239-6268"
"139867";"2476-7204"
"139868";"1110-6786"
"139869";"1850-2020"
"139870";"1055-9049"
"139871";"2383-2126"
"139872";"1098-2744"
"139873";"9195-0263"
"139874";"2181-1526"
"139875";"2330-7439"
"139876";"1941-837X"
"139877";"1471-6887"
"139878";"1886-6887"
"139879";"2525-9733"
"139880";"2333-6455"
"139881";"2179-5452"
"139882";"0277-7223"
"139883";"1669-3817"
"139884";"2471-1888"
"139885";"2357-7349"
"139886";"2318-383X"
"139887";"2194-6523"
"139888";"2626-0588"
"139889";"2372-7233"
"139890";"1540-5982"
"139891";"2374-0698"
"139892";"2090-6633"
"139893";"2385-1171"
"139894";"2236-0837"
"139895";"2318-6860"
"139896";"0712-4438"
"139897";"2331-6179"
"139898";"0244-6648"
"139899";"1415-1411"
"139900";"1892-0569"
"139901";"2717-3009"
"139902";"2528-9659"
"139903";"1390-6402"
"139904";"2331-1886"
"139905";"1669-6093"
"139906";"2182-7141"
"139907";"2308-5827"
"139908";"2250-7671"
"139909";"2448-4660"
"139910";"1809-0636"
"139911";"2090-6382"
"139912";"1519-640X"
"139913";"1708-489X"
"139914";"1984-2103"
"139915";"2332-3019"
"139916";"2090-9896"
"139917";"1982-0882"
"139918";"2448-3281"
"139919";"1573-2614"
"139920";"2348-795X"
"139921";"2473-1286"
"139922";"2716-9133"
"139923";"2183-8402"
"139924";"2525-085X"
"139925";"1517-3483"
"139926";"2357-8580"
"139927";"2008-2207"
"139928";"2287-187X"
"139929";"2326-4004"
"139930";"2310-2594"
"139931";"2500-980X"
"139932";"2300-889X"
"139933";"2499-5886"
"139934";"2367-2587"
"139935";"1980-902X"
"139936";"2182-8814"
"139937";"1370-1443"
"139938";"2448-2072"
"139939";"2394-7330"
"139940";"2594-5866"
"139941";"1807-2017"
"139942";"1844-7600"
"139943";"1568-5675"
"139944";"9999-1009"
"139945";"2155-384X"
"139946";"2176-1046"
"139947";"4114-012X"
"139948";"0000-7553"
"139949";"2346-1055"
"139950";"0025-5563"
"139951";"2525-5667"
"139952";"1534-3138"
"139953";"1668-976X"
"139954";"9788-5442"
"139955";"2525-5819"
"139956";"2446-7994"
"139957";"2526-5563"
"139958";"1435-6938"
"139959";"2042-2156"
"139960";"1742-0644"
"139961";"2321-6212"
"139962";"0794-2192"
"139963";"1744-5213"
"139964";"0761-8417"
"139965";"1900-0642"
"139966";"2007-7521"
"139967";"1414-3203"
"139968";"2526-5970"
"139969";"0869-4400"
"139970";"0100-2915"
"139971";"2526-0340"
"139972";"1765-2952"
"139973";"1517-2605"
"139974";"2726-5947"
"139975";"2462-7518"
"139976";"1793-5571"
"139977";"2074-1812"
"139978";"2757-0680"
"139979";"2456-3501"
"139980";"1990-9204"
"139981";"2526-3455"
"139982";"1673-9280"
"139983";"2353-8813"
"139984";"2455-4898"
"139985";"2525-5673"
"139986";"1809-2014"
"139987";"2682-1492"
"139988";"2183-6051"
"139989";"2454-4760"
"139990";"0967-6821"
"139991";"0034-6233"
"139992";"2175-8112"
"139993";"2058-9883"
"139994";"2065-2135"
"139995";"2317-9775"
"139996";"2241-7737"
"139997";"2070-3120"
"139998";"1819-1908"
"139999";"2225-6962"
"140000";"2451-5264"
"140001";"2525-9539"
"140002";"2444-8656"
"140003";"0932-4193"
"140004";"2721-8785"
"140005";"1981-1382"
"140006";"1532-6306"
"140007";"2175-473X"
"140008";"2371-5079"
"140009";"0091-1062"
"140010";"2526-4974"
"140011";"1809-4399"
"140012";"2247-3359"
"140013";"2526-3234"
"140014";"2372-9805"
"140015";"4399-8335"
"140016";"2448-1440"
"140017";"2344-3219"
"140018";"2035-6609"
"140019";"2222-2839"
"140020";"0864-1358"
"140021";"2328-403X"
"140022";"1055-5903"
"140023";"1478-4629"
"140024";"2525-605X"
"140025";"2178-6020"
"140026";"2526-4796"
"140027";"2527-1067"
"140028";"7126-7114"
"140029";"2154-1264"
"140030";"2180-2467"
"140031";"1573-2738"
"140032";"2331-1835"
"140033";"1694-609X"
"140034";"1942-2539"
"140035";"1939-3520"
"140036";"2394-5869"
"140037";"2526-6063"
"140038";"2448-2331"
"140039";"1983-8039"
"140040";"2268-6851"
"140041";"2526-3404"
"140042";"2791-0369"
"140043";"1477-996X"
"140044";"0819-8092"
"140045";"1081-549X"
"140046";"2514-1694"
"140047";"2525-4561"
"140048";"0043-8744"
"140049";"1897-1597"
"140050";"1694-2078"
"140051";"1696-8552"
"140052";"2344-9071"
"140053";"1340-3516"
"140054";"1980-9029"
"140055";"2527-080X"
"140056";"0104-627X"
"140057";"2513-8359"
"140058";"1634-8842"
"140059";"2263-837X"
"140060";"1132-293X"
"140061";"2171-4959"
"140062";"2559-0041"
"140063";"0873-0503"
"140064";"0022-3980"
"140065";"1824-1476"
"140066";"2182-704X"
"140067";"1894-6401"
"140068";"2596-058X"
"140069";"2446-0309"
"140070";"1600-0152"
"140071";"2332-4325"
"140072";"2617-1634"
"140073";"2526-673X"
"140074";"0127-3396"
"140075";"2526-5644"
"140076";"2578-6490"
"140077";"0040-1838"
"140078";"1516-4041"
"140079";"2572-1151"
"140080";"2393-8862"
"140081";"2381-9162"
"140082";"2058-7546"
"140083";"0719-8000"
"140084";"2472-2200"
"140085";"2176-668X"
"140086";"2039-4187"
"140087";"2534-9821"
"140088";"2317-5980"
"140089";"2447-5262"
"140090";"2526-7205"
"140091";"0261-9261"
"140092";"2016-3716"
"140093";"2470-6388"
"140094";"2446-8207"
"140095";"2383-3971"
"140096";"0891-3811"
"140097";"2305-2104"
"140098";"2448-0268"
"140099";"2424-4804"
"140100";"1870-1183"
"140101";"1519-5964"
"140102";"2446-5330"
"140103";"2176-913X"
"140104";"2357-4607"
"140105";"2056-7790"
"140106";"2529-993X"
"140107";"2084-1117"
"140108";"1718-1860"
"140109";"9150-1970"
"140110";"2307-924X"
"140111";"0153-1580"
"140112";"2469-004X"
"140113";"2519-4437"
"140114";"0185-0334"
"140115";"0075-0778"
"140116";"8807-2367"
"140117";"1413-8121"
"140118";"2443-2336"
"140119";"1944-6446"
"140120";"2577-2279"
"140121";"2145-9258"
"140122";"2305-8552"
"140123";"9774-1650"
"140124";"1036-7314"
"140125";"0239-4324"
"140126";"1573-0662"
"140127";"2371-4379"
"140128";"2547-9423"
"140129";"2318-9940"
"140130";"2039-6597"
"140131";"1680-086X"
"140132";"2017-0627"
"140133";"1059-3514"
"140134";"1476-1300"
"140135";"2316-1496"
"140136";"2514-4693"
"140137";"1665-1383"
"140138";"1468-1709"
"140139";"2006-9790"
"140140";"0755-4923"
"140141";"2141-2456"
"140142";"1305-8215"
"140143";"2340-4787"
"140144";"2236-4324"
"140145";"2432-163X"
"140146";"1063-4568"
"140147";"2475-1286"
"140148";"2046-3391"
"140149";"1531-0035"
"140150";"2077-933X"
"140151";"2314-1565"
"140152";"2319-801X"
"140153";"2594-4800"
"140154";"2016-0026"
"140155";"2190-5479"
"140156";"2183-5098"
"140157";"0325-0180"
"140158";"2358-4203"
"140159";"1933-9014"
"140160";"1590-2177"
"140161";"1470-4649"
"140162";"2526-9577"
"140163";"1945-1938"
"140164";"2175-6007"
"140165";"2237-8164"
"140166";"2090-8024"
"140167";"1515-162X"
"140168";"2397-9623"
"140169";"1809-7188"
"140170";"2007-9028"
"140171";"1409-1763"
"140172";"0066-722X"
"140173";"2446-9912"
"140174";"0327-3210"
"140175";"2526-5342"
"140176";"1667-8400"
"140177";"2250-4486"
"140178";"2332-7782"
"140179";"1741-3087"
"140180";"1959-1887"
"140181";"2382-4980"
"140182";"1121-8495"
"140183";"2007-5316"
"140184";"2380-2367"
"140185";"1079-8072"
"140186";"4707-1285"
"140187";"2000-7493"
"140188";"1525-3198"
"140189";"1415-788X"
"140190";"2575-7776"
"140191";"0028-1343"
"140192";"2572-6668"
"140193";"2613-4950"
"140194";"1941-7039"
"140195";"2448-2102"
"140196";"2315-5004"
"140197";"1925-4873"
"140198";"2307-7999"
"140199";"2220-2692"
"140200";"2469-424X"
"140201";"2318-8874"
"140202";"1126-7224"
"140203";"1518-0380"
"140204";"2357-1330"
"140205";"2596-1314"
"140206";"1765-2766"
"140207";"2525-3077"
"140208";"9887-4384"
"140209";"2327-0446"
"140210";"9574-3310"
"140211";"2448-1408"
"140212";"2277-6214"
"140213";"1742-5964"
"140214";"9788-8126"
"140215";"1678-4444"
"140216";"1988-7893"
"140217";"2446-8177"
"140218";"3476-543X"
"140219";"1168-5549"
"140220";"2448-539X"
"140221";"2448-1890"
"140222";"2574-7770"
"140223";"1415-8169"
"140224";"2573-2951"
"140225";"1513-9700"
"140226";"1980-1784"
"140227";"9154-7174"
"140228";"2311-1518"
"140229";"2766-2276"
"140230";"2078-7898"
"140231";"0036-8121"
"140232";"2368-8076"
"140233";"0341-1966"
"140234";"2193-9438"
"140235";"2475-1421"
"140236";"1749-771X"
"140237";"2332-0796"
"140238";"2473-2907"
"140239";"2329-0825"
"140240";"0103-9131"
"140241";"0044-2348"
"140242";"2177-6503"
"140243";"2286-0177"
"140244";"1020-8949"
"140245";"2535-048X"
"140246";"2421-5678"
"140247";"2594-4916"
"140248";"1302-9310"
"140249";"1546-4156"
"140250";"2675-3243"
"140251";"2472-2308"
"140252";"2446-4910"
"140253";"2351-6046"
"140254";"1868-0098"
"140255";"2190-5517"
"140256";"2594-3677"
"140257";"2177-2401"
"140258";"2594-4592"
"140259";"1839-8215"
"140260";"2076-3263"
"140261";"2358-0275"
"140262";"2215-3241"
"140263";"2475-4455"
"140264";"2448-2939"
"140265";"2779-474X"
"140266";"2011-7477"
"140267";"2525-8834"
"140268";"2179-471X"
"140269";"2675-2883"
"140270";"1909-0366"
"140271";"2522-6681"
"140272";"2468-6719"
"140273";"1896-9585"
"140274";"2336-6729"
"140275";"2689-4432"
"140276";"1614-7308"
"140277";"2594-5521"
"140278";"2177-042X"
"140279";"0325-5470"
"140280";"1414-4519"
"140281";"2364-9526"
"140282";"2248-6798"
"140283";"2300-7575"
"140284";"2176-087X"
"140285";"1678-1545"
"140286";"2448-7147"
"140287";"0024-2519"
"140288";"2395-258X"
"140289";"1755-2184"
"140290";"1719-0870"
"140291";"1982-6687"
"140292";"2146-7366"
"140293";"2357-8837"
"140294";"1677-2643"
"140295";"2575-5722"
"140296";"2525-8503"
"140297";"2456-7132"
"140298";"2271-3681"
"140299";"1984-209X"
"140300";"2349-7211"
"140301";"1775-352X"
"140302";"2224-5766"
"140303";"1110-1164"
"140304";"1831-4732"
"140305";"1259-1734"
"140306";"2634-1387"
"140307";"2177-7838"
"140308";"1220-0484"
"140309";"0913-4554"
"140310";"1658-6794"
"140311";"0587-2405"
"140312";"1808-3235"
"140313";"2359-5752"
"140314";"2456-060X"
"140315";"1043-4631"
"140316";"1667-4243"
"140317";"2167-7662"
"140318";"1468-1366"
"140319";"2594-3626"
"140320";"2247-5580"
"140321";"2575-5811"
"140322";"0211-5913"
"140323";"2468-0672"
"140324";"0010-2005"
"140325";"1008-2793"
"140326";"1358-0574"
"140327";"1961-8769"
"140328";"2343-5976"
"140329";"1874-9429"
"140330";"1516-8963"
"140331";"1573-2622"
"140332";"1825-9618"
"140333";"2159-5037"
"140334";"2591-376X"
"140335";"2446-7650"
"140336";"2527-2276"
"140337";"2176-777X"
"140338";"1900-1932"
"140339";"1147-2331"
"140340";"2110-7017"
"140341";"2148-9807"
"140342";"2574-7347"
"140343";"2594-7990"
"140344";"2238-662X"
"140345";"2594-5203"
"140346";"2479-2483"
"140347";"2594-8822"
"140348";"0394-1809"
"140349";"2275-1676"
"140350";"2173-1950"
"140351";"2156-5503"
"140352";"6771-2309"
"140353";"2166-3750"
"140354";"1298-1990"
"140355";"2476-1958"
"140356";"1390-650X"
"140357";"2448-5705"
"140358";"2184-707X"
"140359";"1984-6575"
"140360";"2304-6740"
"140361";"1934-717X"
"140362";"2574-7754"
"140363";"2594-3545"
"140364";"2158-4168"
"140365";"1993-0321"
"140366";"1740-8857"
"140367";"1469-5758"
"140368";"2347-6311"
"140369";"2447-7605"
"140370";"1000-102X"
"140371";"2525-5318"
"140372";"2594-9578"
"140373";"1441-3582"
"140374";"2238-2565"
"140375";"0350-0373"
"140376";"2220-1181"
"140377";"0710-1650"
"140378";"1337-9509"
"140379";"2589-3823"
"140380";"2526-3765"
"140381";"1702-0526"
"140382";"1808-5204"
"140383";"2222-0205"
"140384";"2576-9170"
"140385";"1920-180X"
"140386";"2520-7442"
"140387";"1426-4315"
"140388";"1826-6223"
"140389";"1743-5455"
"140390";"2475-5885"
"140391";"2145-5430"
"140392";"1748-8133"
"140393";"1981-9989"
"140394";"2344-9144"
"140395";"1106-6690"
"140396";"2236-2436"
"140397";"1906-8324"
"140398";"2588-0578"
"140399";"1553-5606"
"140400";"1916-0666"
"140401";"2385-4804"
"140402";"2041-904X"
"140403";"2500-1094"
"140404";"2451-9944"
"140405";"2318-2614"
"140406";"0308-2016"
"140407";"2810-2815"
"140408";"2530-609X"
"140409";"2447-1437"
"140410";"1981-4188"
"140411";"1415-4820"
"140412";"2595-6321"
"140413";"2249-6858"
"140414";"2446-2453"
"140415";"2149-2352"
"140416";"2532-6678"
"140417";"2641-9300"
"140418";"2056-6697"
"140419";"1578-4118"
"140420";"1536-3724"
"140421";"1940-3208"
"140422";"0008-4131"
"140423";"1339-5246"
"140424";"9788-604"
"140425";"2674-7758"
"140426";"2515-3676"
"140427";"2454-2644"
"140428";"1050-0818"
"140429";"0010-0730"
"140430";"2763-5635"
"140431";"2595-1629"
"140432";"1078-8173"
"140433";"1432-2153"
"140434";"0082-6413"
"140435";"2451-9650"
"140436";"1875-905X"
"140437";"2454-2164"
"140438";"2628-0024"
"140439";"1555-6123"
"140440";"2315-817X"
"140441";"2447-0333"
"140442";"2077-124X"
"140443";"1551-1451"
"140444";"2317-2393"
"140445";"2182-8117"
"140446";"2357-8379"
"140447";"1467-4866"
"140448";"2324-8114"
"140449";"2239-964X"
"140450";"2576-4500"
"140451";"2377-8903"
"140452";"2595-2900"
"140453";"2367-3613"
"140454";"2575-8543"
"140455";"2316-4266"
"140456";"2448-6531"
"140457";"1899-1874"
"140458";"1817-0329"
"140459";"2152-4920"
"140460";"1646-2939"
"140461";"2395-0056"
"140462";"2211-4599"
"140463";"1214-2014"
"140464";"1750-4104"
"140465";"2448-2003"
"140466";"1696-7755"
"140467";"2594-9691"
"140468";"2578-5079"
"140469";"2675-9683"
"140470";"2393-1221"
"140471";"2300-2557"
"140472";"2341-0124"
"140473";"2009-3942"
"140474";"5320-381X"
"140475";"2846-9938"
"140476";"2411-9660"
"140477";"2212-7070"
"140478";"2594-9497"
"140479";"2413-709X"
"140480";"2616-4477"
"140481";"2428-1106"
"140482";"2210-6820"
"140483";"1908-993X"
"140484";"2595-0665"
"140485";"0954-7541"
"140486";"1808-2586"
"140487";"2014-3214"
"140488";"2368-7460"
"140489";"2525-8893"
"140490";"1930-3009"
"140491";"9788-5714"
"140492";"2311-7559"
"140493";"1678-7345"
"140494";"2595-3990"
"140495";"2525-6982"
"140496";"2523-661X"
"140497";"2903-4612"
"140498";"2641-7028"
"140499";"2595-4075"
"140500";"2518-6116"
"140501";"0329-8930"
"140502";"2077-7099"
"140503";"0719-9856"
"140504";"1862-3867"
"140505";"1576-0197"
"140506";"0976-1683"
"140507";"1753-2434"
"140508";"2595-0908"
"140509";"2572-6641"
"140510";"2316-1638"
"140511";"2156-1672"
"140512";"2602-4292"
"140513";"2362-2989"
"140514";"6583-1775"
"140515";"2589-1529"
"140516";"2450-7067"
"140517";"2545-4490"
"140518";"1200-9586"
"140519";"1928-9022"
"140520";"2317-7106"
"140521";"2059-4828"
"140522";"2576-4578"
"140523";"2235-4573"
"140524";"2230-0026"
"140525";"2211-5242"
"140526";"1674-7216"
"140527";"2470-9735"
"140528";"1677-7150"
"140529";"1932-0183"
"140530";"2345-5853"
"140531";"2238-1019"
"140532";"0552-9034"
"140533";"3238-1279"
"140534";"2516-2810"
"140535";"2573-8224"
"140536";"2301-0584"
"140537";"1813-9175"
"140538";"2380-0127"
"140539";"0960-779X"
"140540";"2658-3186"
"140541";"2579-0617"
"140542";"1337-0960"
"140543";"2289-179X"
"140544";"2516-3507"
"140545";"2576-8816"
"140546";"7802-4326"
"140547";"2376-9548"
"140548";"2029-0209"
"140549";"2595-4334"
"140550";"2317-8017"
"140551";"2525-8461"
"140552";"1018-5554"
"140553";"2646-1064"
"140554";"2546-213X"
